X_Maximum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas
258038.01898196392,148247097.2845691,-19263.78056913828,261.3592625250502,-1901.4483046092178,-2032754.0947975945,-1183.6488336673344,-1180.0174909819639,12247.358797595189,-2832.316088176353,3.3896288480961942,-2.462951297795592,11.630351220841682,1.2070248304609217,8.391755761122242,-4.132748408817635,-10.083991983967932,-15.464289119038074,1.1659703070140277,-18.575735934268533,-23.356581226452903,-10.16543999198397,-14.897115280160321
148247097.2845691,3296839035745.506,506836443.1222444,29140899.793587174,9302067.86773547,52960101798.84067,-3586455.199398797,600089.513026052,-1305440.8742484949,-34372354.47845692,36534.768859418844,-16500.843357214428,-26651.402075150294,18243.764088026055,54437.89419914829,-29077.053238527053,-74054.47219438877,74366.27161002008,89905.84874934869,-28476.239482164332,-116644.65083957915,-13913.78317314629,-2798.6541596192383
-19263.78056913828,506836443.1222444,5121723.532921843,201881.1661242485,135506.59384368735,532831803.98502606,-15218.091831663325,2762.653098196393,-29026.473507014023,2315.2482885771556,-37.45255307895791,31.83584677995992,-107.65826940761521,69.85871608657314,-87.93055100921845,-125.6169835831663,30.578324649298583,692.874030727054,377.58281682885763,342.98999226132264,17.393755759519035,-31.13955392384769,225.09495742204408
261.3592625250502,29140899.793587174,201881.1661242485,10847.825795591181,5755.105603206413,21160999.63947094,-541.6452264529058,203.95004408817636,-2125.8235671342686,185.3147735470941,-0.37206838637274603,3.604205535871743,-7.99807807775551,4.8070896801603205,-4.174618146693387,-10.055025162324648,-3.3170581162324657,37.998743025250505,24.905009745891782,16.14323985731463,-5.722564793587176,-1.0182257635270542,15.115283677755512
-1901.4483046092178,9302067.86773547,135506.59384368735,5755.105603206413,5008.472400801603,14025223.875607217,-538.5832144288578,-23.241090180360708,-1229.6879358717435,313.84307815631263,-1.345559331462926,2.599497000400801,-6.412776261322644,1.4034075895791585,-8.185551770741483,-2.711115246492986,6.355278557114229,28.17900996553106,10.66834223967936,19.74748408496994,9.913425899799595,-1.495433883767535,12.266219105410821
-2032754.0947975945,52960101798.84067,532831803.98502606,21160999.63947094,14025223.875607217,55619313791.49323,-1443015.2297074148,397726.7777474948,-3291478.1137875747,147379.79277755503,-3554.6810291911825,3415.5406282228446,-11365.91501886653,7414.940481797995,-8940.016856560318,-13523.87843218036,2549.5583847695384,71815.02332523605,39675.69192358237,35077.38953049779,888.0399309098216,-2320.956533282565,23386.72421537795
-1183.6488336673344,-3586455.199398797,-15218.091831663325,-541.6452264529058,-538.5832144288578,-1443015.2297074148,775.0757354709417,358.48102605210414,-1115.2991182364729,-263.23941482965927,1.2585541306613224,0.764606602004008,0.29934788617234454,-0.1577691935871743,0.2370792761523045,-1.204698769539078,-2.832909819639278,-4.855392990781563,-1.1122046308617237,-3.184330515430861,-2.8037773386773543,3.9440215711422835,-1.9063731639278554
-1180.0174909819639,600089.513026052,2762.653098196393,203.95004408817636,-23.241090180360708,397726.7777474948,358.48102605210414,454.2025490981963,-543.7814829659318,-252.57300200400798,0.6489113731462927,-0.03366881282565133,-0.6267744705410823,0.158121343486974,0.8343131158316632,-1.420678869739479,-2.3621482965931873,-0.8789942492985972,1.2183231727454913,-2.111384591583166,-3.40665176753507,2.9141063006012016,-0.7099343583166331
12247.358797595189,-1305440.8742484949,-29026.473507014023,-2125.8235671342686,-1229.6879358717435,-3291478.1137875747,-1115.2991182364729,-543.7814829659318,24015.183466933864,1507.2210220440882,-0.8128170060120241,-4.705567498997995,5.134415719438879,-1.0397644228456913,7.1745539298597185,3.787893496993988,0.7365430861723442,-10.228312480961922,-4.394584070140279,-9.485396961923847,-4.358968316633266,-5.694744529058116,-7.363961094188375
-2832.316088176353,-34372354.47845692,2315.2482885771556,185.3147735470941,313.84307815631263,147379.79277755503,-263.23941482965927,-252.57300200400798,1507.2210220440882,4839.484613226453,-1.68356528016032,0.4990040328657314,-1.0898059334669339,-0.12363020961923848,-2.548920902204409,2.177935809619238,5.521869739478959,2.463037213627254,-1.660971867334669,4.562956891382765,7.272557551102205,-2.020214340681363,1.7977685474949896
3.3896288480961942,36534.768859418844,-37.45255307895791,-0.37206838637274603,-1.345559331462926,-3554.6810291911825,1.2585541306613224,0.6489113731462927,-0.8128170060120241,-1.68356528016032,0.09152501043350701,-0.0006191505373947895,0.007189622241923849,0.0002909467888577155,0.005737665833026053,-0.005633015059318637,-0.018024296993987977,-0.006828487376032067,0.0062195962166733485,-0.013268976540921846,-0.025370580844088175,0.006027434449699398,-0.0007342568851302609
-2.462951297795592,-16500.843357214428,31.83584677995992,3.604205535871743,2.599497000400801,3415.5406282228446,0.764606602004008,-0.03366881282565133,-4.705567498997995,0.4990040328657314,-0.0006191505373947895,0.019259088024208414,-0.004101835509739477,0.00101333007751503,-0.012765493873426853,-0.010491043567535071,-0.007875000801603204,0.021505520822284564,0.01803361392072144,0.01890889582557114,-0.0027524290869739483,0.002687598206012024,0.021312401719118232
11.630351220841682,-26651.402075150294,-107.65826940761521,-7.99807807775551,-6.412776261322644,-11365.91501886653,0.29934788617234454,-0.6267744705410823,5.134415719438879,-1.0898059334669339,0.007189622241923849,-0.004101835509739477,0.07921744779382764,-0.003540751748617234,0.021605551108777554,0.015920748453707414,-0.011642070541082163,-0.050421733157194386,-0.021877547303567134,-0.0312959594555511,-0.016679698166733467,-0.001120120444088176,-0.026700635216993986
1.2070248304609217,18243.764088026055,69.85871608657314,4.8070896801603205,1.4034075895791585,7414.940481797995,-0.1577691935871743,0.158121343486974,-1.0397644228456913,-0.12363020961923848,0.0002909467888577155,0.00101333007751503,-0.003540751748617234,0.003074007380320641,0.0019583864205611227,-0.0059908335004008025,-0.005786043887775551,0.01366704641026052,0.012988210003486973,0.001497769162645291,-0.009455194864529058,-0.00021320240320641277,0.004931958824929859
8.391755761122242,54437.89419914829,-87.93055100921845,-4.174618146693387,-8.185551770741483,-8940.016856560318,0.2370792761523045,0.8343131158316632,7.1745539298597185,-2.548920902204409,0.005737665833026053,-0.012765493873426853,0.021605551108777554,0.0019583864205611227,0.06479208406777556,-0.013610883232264528,-0.06600657975951904,-0.06025510421515029,0.01281467149775551,-0.0828513508177956,-0.1014352123523046,0.0036665923238476945,-0.042216620094829654
-4.132748408817635,-29077.053238527053,-125.6169835831663,-10.055025162324648,-2.711115246492986,-13523.87843218036,-1.204698769539078,-1.420678869739479,3.787893496993988,2.177935809619238,-0.005633015059318637,-0.010491043567535071,0.015920748453707414,-0.0059908335004008025,-0.013610883232264528,0.04840094698496992,0.06550002705410822,-0.026955291444488973,-0.05737231146513025,0.02195445963446893,0.08604196278757513,-0.009257349222444889,-0.015389584939078153
-10.083991983967932,-74054.47219438877,30.578324649298583,-3.3170581162324657,6.355278557114229,2549.5583847695384,-2.832909819639278,-2.3621482965931873,0.7365430861723442,5.521869739478959,-0.018024296993987977,-0.007875000801603204,-0.011642070541082163,-0.005786043887775551,-0.06600657975951904,0.06550002705410822,0.2266322645290581,0.042312481763527046,-0.07504014969939879,0.11048117274549098,0.2306543026052104,-0.018253054108216434,0.020578849298597192
